Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather
SAN,"San Diego, CA: San Diego International",2013/02,2,Febuary,2013,274,274,202,2,25,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,61,776,4,4768,5609,13317,12967,7939,100,35842,1519
SAN,"San Diego, CA: San Diego International",2013/03,3,March,2013,349,460,248,3,37,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,86,1096,46,5268,6496,16458,24110,8302,136,50995,1989
SAN,"San Diego, CA: San Diego International",2013/04,4,April,2013,407,578,309,4,21,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,61,1317,13,5002,6393,18556,28993,10820,131,60024,1524
SAN,"San Diego, CA: San Diego International",2013/05,5,May,2013,334,479,184,2,16,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,46,1016,11,5539,6612,15648,25765,7010,54,49777,1300
SAN,"San Diego, CA: San Diego International",2013/06,6,June,2013,509,746,385,1,51,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,78,1693,24,4968,6763,27818,44059,14289,109,89782,3507
SAN,"San Diego, CA: San Diego International",2013/07,7,July,2013,489,706,281,3,30,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,104,1510,13,5388,7015,25509,39356,11634,75,78925,2351
SAN,"San Diego, CA: San Diego International",2013/08,8,August,2013,459,698,304,2,24,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,59,1489,7,5295,6850,22457,37416,9622,59,71394,1840
SAN,"San Diego, CA: San Diego International",2013/09,9,September,2013,372,576,202,1,20,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,55,1171,8,4932,6166,17631,28340,6997,48,54294,1278
SAN,"San Diego, CA: San Diego International",2013/10,10,October,2013,385,484,345,5,12,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,49,1232,6,5096,6383,16335,22385,9838,134,49147,455
SAN,"San Diego, CA: San Diego International",2013/11,11,November,2013,347,407,246,2,24,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,99,1023,56,4851,6029,15110,20199,8474,176,45755,1796
SAN,"San Diego, CA: San Diego International",2013/12,12,December,2013,552,804,352,2,42,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,99,1751,31,4362,6243,25234,40274,14033,40,82541,2960
SAN,"San Diego, CA: San Diego International",2014/01,1,January,2014,509,684,278,4,91,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,186,1566,48,4286,6086,26173,43181,11080,162,87893,7297
SAN,"San Diego, CA: San Diego International",2014/02,2,Febuary,2014,469,638,363,1,42,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,123,1515,37,3810,5485,22082,35227,13226,21,73510,2954
SAN,"San Diego, CA: San Diego International",2014/03,3,March,2014,436,618,254,1,17,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,Hawaiian Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,69,1326,12,5023,6430,18838,29958,7511,25,57384,1052
SAN,"San Diego, CA: San Diego International",2014/04,4,April,2014,396,626,254,1,15,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,57,1292,7,4899,6255,18014,31133,9136,44,59395,1068
SAN,"San Diego, CA: San Diego International",2014/05,5,May,2014,452,667,202,1,22,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,73,1342,3,5032,6450,20050,35302,8208,80,65506,1866
SAN,"San Diego, CA: San Diego International",2014/06,6,June,2014,566,819,348,5,40,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,73,1779,8,4882,6742,30506,45125,12973,179,92357,3574
SAN,"San Diego, CA: San Diego International",2014/07,7,July,2014,584,758,283,2,32,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",11,76,1658,4,5455,7193,32009,44746,10664,30,90171,2722
SAN,"San Diego, CA: San Diego International",2014/08,8,August,2014,455,636,230,2,28,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",11,45,1351,8,5524,6928,23161,36072,7854,56,69492,2349
SAN,"San Diego, CA: San Diego International",2014/09,9,September,2014,309,402,207,2,22,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",11,48,946,4,5230,6228,15561,21283,7308,98,45644,1394
SAN,"San Diego, CA: San Diego International",2014/10,10,October,2014,342,422,223,0,15,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",11,48,1002,6,5472,6528,15703,22574,6939,80,46017,721
SAN,"San Diego, CA: San Diego International",2014/11,11,November,2014,319,478,163,1,21,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",11,44,983,32,5009,6068,15060,26112,5271,14,47517,1060
SAN,"San Diego, CA: San Diego International",2014/12,12,December,2014,551,828,345,4,17,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",11,89,1746,14,4490,6339,27784,52364,11108,217,92118,645
SAN,"San Diego, CA: San Diego International",2015/01,1,January,2015,352,485,167,1,25,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,47,1030,2,5005,6084,15608,26486,5519,26,49728,2089
SAN,"San Diego, CA: San Diego International",2015/02,2,Febuary,2015,393,458,212,0,57,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,Hawaiian Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,105,1119,9,4245,5478,18106,25383,8286,0,56932,5157
SAN,"San Diego, CA: San Diego International",2015/03,3,March,2015,386,441,187,0,23,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,67,1039,35,5448,6589,22163,23863,7187,3,55507,2291
SAN,"San Diego, CA: San Diego International",2015/04,4,April,2015,375,488,289,2,22,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,43,1176,6,5197,6422,20492,26391,9693,66,58236,1594
SAN,"San Diego, CA: San Diego International",2015/05,5,May,2015,412,552,249,0,49,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,62,1266,12,5255,6595,21133,29773,8589,0,63201,3706
SAN,"San Diego, CA: San Diego International",2015/06,6,June,2015,536,636,259,2,46,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,80,1479,17,5187,6763,26194,33831,9168,55,72919,3671
SAN,"San Diego, CA: San Diego International",2015/07,7,July,2015,518,700,315,1,32,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,57,1564,25,5385,7031,28411,42242,11663,33,84314,1965
SAN,"San Diego, CA: San Diego International",2015/08,8,August,2015,443,510,228,1,32,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,57,1212,12,5595,6876,21708,28069,8680,45,60636,2134
SAN,"San Diego, CA: San Diego International",2015/9,9,September,2015,280,258,164,3,15,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,20,722,18,5413,6173,15546,13351,5239,109,35527,1282
SAN,"San Diego, CA: San Diego International",2015/10,10,October,2015,245,263,141,2,12,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,Hawaiian Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,17,661,5,5524,6207,12002,15836,5121,61,33975,955
SAN,"San Diego, CA: San Diego International",2015/11,11,November,2015,307,364,284,3,36,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,69,997,84,4815,5965,15502,18896,12676,253,50942,3615
SAN,"San Diego, CA: San Diego International",2015/12,12,December,2015,480,606,256,5,37,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,72,1383,14,4762,6231,25402,35796,9038,161,73139,2742
